id,result,table,_time,temperature
450,_result,0,2024-01-04 03:00:00+00:00,6.74
451,_result,0,2024-01-04 03:10:00+00:00,6.71
452,_result,0,2024-01-04 03:20:00+00:00,6.67
453,_result,0,2024-01-04 03:30:00+00:00,6.66
454,_result,0,2024-01-04 03:40:00+00:00,6.67
455,_result,0,2024-01-04 03:50:00+00:00,6.66
456,_result,0,2024-01-04 04:00:00+00:00,6.64
457,_result,0,2024-01-04 04:10:00+00:00,6.64
458,_result,0,2024-01-04 04:20:00+00:00,6.63
459,_result,0,2024-01-04 04:30:00+00:00,6.58
460,_result,0,2024-01-04 04:40:00+00:00,6.62
461,_result,0,2024-01-04 04:50:00+00:00,6.62
462,_result,0,2024-01-04 05:00:00+00:00,6.6
463,_result,0,2024-01-04 05:10:00+00:00,6.58
464,_result,0,2024-01-04 05:20:00+00:00,6.57
465,_result,0,2024-01-04 05:30:00+00:00,6.54
466,_result,0,2024-01-04 05:40:00+00:00,6.55
467,_result,0,2024-01-04 05:50:00+00:00,6.56
468,_result,0,2024-01-04 06:00:00+00:00,6.55
469,_result,0,2024-01-04 06:10:00+00:00,6.54
470,_result,0,2024-01-04 06:20:00+00:00,6.55
471,_result,0,2024-01-04 06:30:00+00:00,6.55
472,_result,0,2024-01-04 06:40:00+00:00,6.54
473,_result,0,2024-01-04 06:50:00+00:00,6.54
474,_result,0,2024-01-04 07:00:00+00:00,6.53
475,_result,0,2024-01-04 07:10:00+00:00,6.52
476,_result,0,2024-01-04 07:20:00+00:00,6.52
477,_result,0,2024-01-04 07:30:00+00:00,6.51
478,_result,0,2024-01-04 07:40:00+00:00,6.52
479,_result,0,2024-01-04 07:50:00+00:00,6.53
480,_result,0,2024-01-04 08:00:00+00:00,6.5
481,_result,0,2024-01-04 08:10:00+00:00,6.5
482,_result,0,2024-01-04 08:20:00+00:00,6.5
483,_result,0,2024-01-04 08:30:00+00:00,6.52
484,_result,0,2024-01-04 08:40:00+00:00,6.54
485,_result,0,2024-01-04 08:50:00+00:00,6.55
486,_result,0,2024-01-04 09:00:00+00:00,6.53
487,_result,0,2024-01-04 09:10:00+00:00,6.52
488,_result,0,2024-01-04 09:20:00+00:00,6.51
489,_result,0,2024-01-04 09:30:00+00:00,6.23
490,_result,0,2024-01-04 09:40:00+00:00,6.12
491,_result,0,2024-01-04 09:50:00+00:00,6.07
492,_result,0,2024-01-04 10:00:00+00:00,5.99
493,_result,0,2024-01-04 10:10:00+00:00,5.93
494,_result,0,2024-01-04 10:20:00+00:00,5.9
495,_result,0,2024-01-04 10:30:00+00:00,5.95
